C4Y5N7K6|-1063
X2NI5A|1908
QP4I1H|4324
70OP|-6776
BIT663|8036
6J58GU14|-1410
8M45HPKVW4|3784
A1FXJFY|10763
9H2S53|-6760
0UEROEU|-9975
774XS6J461|5879
VHRSVHW748|5111
0MEXZI2M|12
J36YOK9|-2885
V4X0|9873
4V31|-664
T31H|-2007
QSX990|985
87MFF06|-6447
6NT920P|12613
X561|-6746
6549X567S|-9777
05V5HY404|-3731
7RDYUYT|10442
PQ1587|-1194
5D6RD|9746
YS95|-10169
V2356|12334
507A63F0B|9022
0033A|-195
8HJ|-15373
3O40Q|3929
Q5Y8|-12573
246P5DJZ2|8293
5X9JOTL01|-10902
861|7117
21X14GPX0|-11962
G15768|789
597AKEKB|-5804
2PU5GZ4IP|-12529
D42GJVX|1798
F8W0N7|6191
7YB2X6|-10710
5R8E|-1896
YH6F19|6274
6728075R|9308
9CCWK7|-6865
14LRR39|8124
M6157WM|533
P87ULO|5559
V0RA0V8|-8824
HL1A|267
9IA63K58|4858
TBV|4538
1P247K4V1|-1231
2AJIUP87GJ|-6004
Y56SH816FV|-1799
9K92P85J4|-13486
22BZ6QF12|1634
XN5LA93SE2|2076
3EJ|-3578
5VN3B52068|-595
V6AH52|-6510
WB2WZ|4570
4Z86FLM4|-10198
Y7422LDKV|1088
68LPS|2392
M9MV|-4090
YHA4208Z|-2979
OK51|-9253
4RQA55|13241
MH5A8JQUO|-10972
03RP10S5B2|-14196
XU18R4VH67|-2832
S5LUS|1133
I0KLSN|437
YS87L5K1|5432
OM486R5R|3361
46RO1|-383
A3OL|2983
JD861BS|13104
A3297|-8244
TD3P54LI|-12695
UKDD302|-6817
84NRO|-6554
13FP2Z7|-1928
CS83596|-5056
6AJD326BI8|-2196
P6IBJ1161O|-5478
25O8|-211
51AW89|4312
6N3|-8699
U5O4YP0PE|-263
9UU0L48A|-6375
GIERB0P|5483
59OZ6|3903
Y1FH59948|2740
WKV2|-1845
6FAM11GQ|-11102
I8U04758C|1559
C528T573|12226
5K9|4976
YHJ07M|4709
DV57P56L|-3155
18LD51L|5524
AT8TW|1293
EKV69|13586
0S1672U|-6833
MS1P1QH|-64
3JW5|2835
302M7GM1D|-6109
Y3CHYT0Y|3242
5OEGSI|419
9O0|3039
U99Q304R2|-4578
F4YUK|1960
ZI5M56OUQ|5330
CO5GG0|-12424
52T|-10056
H8UWTR040|-1374
DT3|-6841
WGFL46GB3D|1892
HMB890|2524
35AB4|-67
0Y5663CZD|-2501
EW1|-1018
23GF|-15317
307|-8510
WM86WZ33|-3023
P47F0J|-6317
62Y98Y00|-7410
41T|-13849
7VJ32GG4|9059
OGIH3B|-3181
WIA46J|1433
RY4BVQPYM0|10225
3UZY3|-1138
U1S4|1883
6D990|2478
AXDEM77|-1658
1TX31C471C|-4599
W50S6|-7588
R2H0|-3317
B7VX3356S5|-2632
3DFF6C02|-5825
A69BJ5|7518
6US18|-9513
7MU5V0H|10670
1KZ02LZQ96|-6042
Y40H4HSG|-5947
I493Z9O5|-16482
EQLV|4220
ODC4W04RQ|-13869
UU7A4|10055
3VN|-9282
L23|-1065
9WL8D|1371
74F18361M|7288
8347SW14|-4675
B0U7HE7WV|-6233
A36I0|3654
9C3VV1YG|-4168
403|-7095
Z10JI6OB61|-400
97246|-7431
14B3O8Y|9479
L4I1|613
W5SDWR462|-7759
BE4|12084
N9Z8B16KZ|-875
FS6XL13F1N|30
2HY|-4391
74085K51D|-2
9UZYB89T8N|6522
4MCANAY48|-6752
MDM7130|-6596
6O57JQA9|-6584
ISM8I803HW|-6396
62MBH|-1175
28Z99|-6230
EM43MS9332|-8605
625PX|-8911
MQ2441|7641
X23Z85M305|2918
E2JW|-6595
9B3S8G4K9L|4840
VY8HUE|-1694
2KO4J|-612
914|-8487
MWBTKK|-6228
8KUS73T|-5300
W0T03|-3721
2H20|-6008
T25|9691
37DOF845L|8125
V6R864|-9220
6SE8OMH4C4|1316
P59WB3|-6923
7HCFS1R75|2830
GEJ11|2082
FYMTG4U|-8616
5O30QRG88Y|13558
U3A2N5PA3|-13471
02E0OG|0
94WCWI7G50|-3026
JXAX52NGJ|-11720
4A4540H5|-7110
58L|10584
7NV58L|7997
576|428
QFWR7W8I|-9234
UAQG|11116
9CTUZ6Q3|11618
NCIEIP5WW6|-4883
MV45Q|-4852
065TM47QFA|-4723
9GZZBU|-6586
0H63|-9408
15HC|-5455
S56F49IIV9|-11652
18799C6|-3773
O6P7D|-13900
ZJM6EO02|-13187
97OV39014B|1310
46IZB9|7433
0QS99|3230
FNH1ZIEC8|1648
ZPM6|3315
FP9JPM7A7|-1553
B62TE|6721
K970329|-2400
63IT4VSM7|-15051
729E40|-3654
0A945CY3FS|-5909
R0XGN5|-10632
67JW320O|5585
9334M|1477
4ZONFHXA8S|237
30H6DYZ3|5190
8H5LUXNQX|-4561
D43A5Z44HR|-10497
M9K4|9455
K75BF3|1197
MGCCH48P|-5952
HH65|5691
H6AJ14K|-8281
OU5U32XL6P|-6418
RV823G0|7007
D44|12045
1OMY63|6148
F2BC|2126
LU6CT|8728
P6HQQ44|-3227
0PJ6P0RCOF|10276
X017KHN|-11445
17R|-8273
32S91|-2271
3R8O3P3I|-285
E3L|-13498
L02|-6352
51R|1897
5G2PH5AO|11711
4G7|8858
4WV483|-6064
U5607LNH|765
862SK|7568
USI8DJ|5992
634VM|-7679
D935650|-1822
35KJ|5043
HT2031XWPW|206
G4L1O1|10008
561|-14068
25H071007|2637
53495K3|883
4H09D3|-5202
CJXF49989|3002
8ZU2S3UJ9|7629
MX1V17W|11722
PM19BYU4|4133
3Z84D5DE|2986
5E79RP93S|-1101
JO8PJ24ASW|1489
NU44VINE|-11915
3ER2|772
1OHBGV9|-4782
3BU7IPN|-11764
PSSQT9|2355
G49674IT|13528
79X9PMX1B|4574
8625QEL4|8503
3VU96O7N|-3109
P6146S66|-12186
23P6V6193|-4182
927Q99|2809
610116L7|1088
1OQ7HY|3614
5I5|9549
7WBS5|2815
03LHBG7Y|-5450
9KK75|-4357
G04|799
T6YP785|-2186
527A19|-7012
U1S38Z6|-712
VR3769I915|-9608
4JU01|1710
088|-8880
SSV41|2143
1IY45EIFY|-14502
749H5R|8505
3N6DD1E3|-6389
Z29|-353
Z57ZDTKS4|-5254
X6K9I6L|-13643
2S885|-466
L5NCCD|6969
CQIM14Y|-335
966|-2223
TWGH3|-4350
2Y71W|2054
K9M|-6931
MSSS4DHL|-581
RVT2ZP7V|-10629
63D76HPU|2980
R6316073|-9196
P5Z41167|6186
82E2B15MR9|-6168
2WMN|10844
V1PX7690|-7413
P97OW686|3538
MKWP0EJHQ1|-9231
MQ426A5LDB|287
HBJ533795N|4640
NVUH7|-488
20T573D|-5055
HO6TD9A3|1061
Y2258HD|2320
87H79|1621
84R87|-3964
0CIZQ13902|-895
9CJGZ|12819
LE678M8MO3|-6187
7B2|7753
72S029W|969
U24|-2266
IZPWL50|-6817
CGIV1H|-148
54V9453|-8910
7P5NN6|-603
421|-2531
1X1PH|1267
6E047DKF|-478
M27W7|-4874
OVGS|1319
V0H4|-9087
16NW79D1NQ|-10615
H170532|-5893
QLPFK|-9218
X449ITG4S|-542
V6F9|4746
44LG88SS6|-2955
3YLB0CY|4517
5N0|-7746
LA91|-8541
XJXU2IKNX6|9264
I8Z679DX|2142
T0A32EP3|8199
5A7PN|10402
7OORD255|-10063
06R2E|-2866
SNC2RLE|-8520
C33JWG|-4678
R39|-13475
697|5193
Q8T58SO|-1613
HZ79P3OGE|6431
1676|2491
ZL3R|7591
4J3844|-3513
PXY|-10423
CG5YSFJC|4351
7Q99Q|-3273
6ESKNRDC83|-15084
04YC3B0|-4815
WO5L|-797
EAD|-11613
8ND0|2972
T7LI7P14HB|-14510
FL5H3883|-6019
Z150DB09N4|-10912
UPB71V|5614
EB6O|8318
1D901CLBE7|11198
O647G5R|-4775
581NY|682
K2X5Q95|-15293
8W7|505
VULNJXS3|-2148
OB2L|-9206
939Y4A2S7W|-15030
58757XBNI|4519
PC78I|5420
TI2HA7|7670
FP7R|-10590
2ZKQP|2604
2T17YZC|-6744
Y2SCP2|-2828
2ORR1|-4967
U3838H901|9573
RSB|-114
I712S1M|-13053
K0007527MW|10240
RPF68X93|5351
O78|879
D455M|-12219
SPF|7589
4M174L07G|-10371
48DQ1ST3|3177
M58X980U|6647
L6V|-5568
X3QW|-3121
E5050HB21B|-4374
JGUW09|-5109
E3NLUG|1039
7FP54TI|2500
R9OK|1598
O2F2320B|-1777
B303J5|1285
RS6W53E|8148
784LA529|-3587
HMVIYN0F6|-970
KBM764R00C|-541
15Q2RR0HL|1883
F93H08AU77|-2382
S442C379|12280
V1HE71Q|-6270
74VY|-3140
8U01D|9389
84203E06E|4636
4FLR9I|95
2YA|-8226
NVJ|-8851
Y4K|7705
I7BX0O|-3092
OQ5P9PPE|-4286
3IWN|-289
0N9A8LO|3184
V1CC1WO|7468
Z447|-3851
M86394BT3|3000
CCR3121|-9639
0IWI1I9U0J|5859
QD6F0|14299
S497Y4823|-6690
JM4LD750K2|-1034
W68W45A|1781
DLPDO062|4045
4NOTK5|2321
86E25DN|10066
6402HP8|9587
7ECVTTSMZ|-923
B52SX|2089
D2R8UAP1V3|8946
429O|645
M6R0M6|678
X98|1521
2N0873R3WM|-4546
9H5U62FZ8|3395
412C6|395
R0U|2062
129X9|-9164
4O31|2103
U65I2R8P81|8094
TFB5G7659Z|3420
4DM72KH1SI|3605
EV1|-11736
1P6C2A4BW|808
MA7543A|8550
LO8I6|435
2640J0|579
E279L2|3259
34696WE|2523
3HRO76C6|-259
U12C6H9|1791
3Q7|2957
H2CUH5HD0R|2542
9F942337|1833
F3V85|988
P1X|4040
6AV7AH|-3606
NCQVE67VTW|-3703
Y35|2806
20B5O5J|-2607
2HRR7EB|-7841
6G65|-14537
H3C9|-11269
QAQWS4DV2|-11239
2LZ|12030
S7W0A0|-3355
DZ33R7|8133
6348|3423
3GH|-8729
AJ5Z|-9362
935HHMRA|5421
874|10964
W618QGM0|-1054
X53R761|-7190
586O|3993
7X1YM25|9006
116|-10708
2E2519J|-3761
4790UH7|6681
PA8YI|-2035
AA9K3OBE|2067
4K88|-2707
76Z|-4395
79409EU5M4|-1067
8AAAUU3|4732
IEVG89|-9510
LZ3827K|-8127
0DH79|11446
4690XU82B|3388
8L6VAB4G5|-13498
30N9FE3896|921
491|651
6F7N165|-15535
1024I837N8|-5612
SFUEA44J|-4962
F1936Z|-2686
UG5N|-2315
9S64H|-1867
EQ3B|7452
9PO7UOB47|10689
22N07LC|-4234
160S|-3921
555|9318
88LM5|-9539
T01SJM6|9695
J3QZ1GT|10232
L6B|9545
2035MH3|7911
EYM|-8215
HICH46GA2|-2225
0U07Q072F1|-1125
4629A|-4540
4X65|-9438
FNK|-4849
00QIZ|-3494
U19B595Y|10514
JG0M967MJD|-4120
V757M|-4339
D715RHN|6686
E334A8D9A|-11971
DQ4KF|1470
0LD519252|1329
L5U42|-8238
7XO0IWM|-9739
U41Y8|2970
LR3P|-8316
34GD58|-7680
C7KFUA0NYI|903
1968|7957
332JG2O|-8086
BX1467J16|-4977
W1K|-2634
V616|-8975
3RQM4|-3878
F9Q|-1299
LNQRG46DT|5772
4C1Z3|-6016
D4Y4|-11076
17BSH701T3|2137
C3JI8JS40H|-4723
42CC|-11229
57E4D0A4|-8540
OENQMD9|-12160
024|-9242
0I0HG|-9383
49T|-7154
O2XW0|1564
OA11IV3|-13324
T4EYQ2UL05|2943
G96CMB664|985
FWS1I|1420
V4O0T|-6569
DWY|383
240S66E58O|-4723
AI3950P339|7094
R4T9ZU7|-657
LXX304I|12489
652W60E|-2672
2X40XV2|3631
VU468|-2825
T5KP112|-11615
3H1MO|-9663
U8T|1290
1GE|-7059
049JUE|-516
0DKW9D|9470
KFX3T2CV09|1632
B2498HW22|-8792
95D|10324
5E857A|-3472
8EN|-3619
J3GR|-9231
G950DF0Y8|4467
N30TCM|-2479
0W7W554|-1375
465W|4318
J7J1GJS|2088
WWTG58|-8939
2P602|1866
1B4S|-3279
47C982|-5554
852UFHFE|3102
530L5722|13018
C2M9746|-5807
8R56CEJPV|1378
2M3B07|-7547
PC70T|-679
XU5H78|-11278
C8P4GU09T|1644
56E|7359
TI4W5R8814|1144
GK04D|-927
JZRA|-14695
XWVHY7542|-1918
GY8168DO4|1897
MVK484Z|4733
O01T9|-1722
XRJ0WGN|-7181
YCC|-12309
X50|-2838
39JTT6M8J|-1061
C3Z1|-11137
81Y5B899H9|-8759
MP3V4V|10802
TG7858B50|5256
3U7DD|-4077
78I|584
E563480ADV|-8689
I1W7XEI2Y7|2638
453S919|-4069
F494DY|-7712
8H2B6I4M1|5526
TAFJ|-7882
37REYY81I|11234
3PC3Y|-1316
IZV|-3079
J4WKD|-6338
73V0L1|621
UTWA|-9576
KH6V0|-865
YV299652R|-11140
7F409G|2273
P3X046|2631
859|7042
ZONV3SANS5|-9957
630U28T|3567
N45|-4381
OS54|-16835
F3U86|-3258
3FFIYERN|-3240
GT4|-6451
YC096G349|2133
4OT33|10153
H46355741|6221
UQ8AX|5705
GK2WS55AZ|-1682
A72XOAQ2E|8224
9145XZ|7464
7D0841C89|1119
TZR|-7619
77AOW|966
38I5|8165
U2H754|-4458
2230|11361
0ER42|-11683
F3VGCDX82|-5373
742SN|3089
IBL3|7200
MMZT3CRO|-5040
IJTB|-869
160FR0|-8520
6U9|524
C1LL4ZSI|-1679
8UD3|-8819
F6HO2HF|-6312
EJD8|-6328
3MBC663680|-12963
DRB3DJ399|1911
YP99IB620|-5115
TICE3E|-11270
909|-2731
23CJ958|-7940
44H149PT|8272
BL7X|-5886
DK2E8XLV7|-8064
AYV3|-806
ZN93|-6756
NY109MY80|-4443
4BXM5|3387
2N3S3|-9306
91O3M|9566
4BD6UR26|12740
M13P78|-7028
R03X|-7620
85B|-10802
F4051X|13459
7YY|-12384
2LF|-699
92872JC458|-7226
Y4T0DLZ2|-5714
I5XU3FODW|4006
IAC7|-2938
048FD9|-1873
NAVB|-1085
YCG0P267K|-9341
G617D|-9808
KE6OP2S|4809
K76C|-7566
5636N|-12179
494816Y|2475
9EEG49YW46|-13268
O25634446|-12464
DW3|3794
68093G4|10169
24841|-11438
569O|12717
U7Z6DX|3429
NAP0|-5521
RTZA|2086
D8Z2ZHIZ|6201
N4LS0G|-3938
4F31G019S8|-4899
3ZG|3244
7ET1J39QU6|2430
8MIL2|938
X62G39|-5895
00I64W|-8985
916K|-8612
QW995JBS0|-12295
R7K1ZGAE|-10342
8K87P4V6Q|-9301
QT338GSZW|-12571
KTJ00A|3049
RVK2GL|-12252
L93G|-13871
83ZH5KE7|5892
J0E7|5568
957|6719
LS50X026H|581
4OK676|-12696
QGE8G93|-1461
QVAPV959U|-9169
9TTQ|8622
3FV5S3D|-13119
8J3QIIE2I|12537
2VAR41|-1394
773SY4|8335
JI7OJS9XY|-6625
FQJ6S2|5270
79I145|1418
813R7T|-7503
J1I7Y8XK|-12032
FOOOLI4R|-3372
U22|7289
9K1|-11985
QC2906V0|172
4611T1KU54|12045
MK3RQK9|-9589
UA4LZQ8|9876
35850Q37R|11953
28O0PTYV|-11115
2I6XML81P0|-794
7679V|2642
W0L5G16L87|-2258
JH01R4|-9355
SMH|-1289
YMBE7|6007
4UQY|6001
WP8848|10760
H3VL15|-13662
YS7SKNE3|-535
SFIS75|3728
AROU|5888
6H3QI0ET6|9719
AUFM26L7|-1234
CBS|9781
63PYH8254D|-16849
A328|-11119
XORQT26D9|-4608
OSPVR17CSG|7723
9X49J|3791
5H6B360NG9|-2895
0498VR|7974
9KGYPZD4CV|-4325
82T2IKJMHP|-11605
63AL1YJO1|-1465
G8NX5OTF|-1122
5B66YHZR0|4447
8DPYR19OB|13171
669EH|717
5X5|-8425
53RHE|-5518
TOH8|-200
UZ9D81R|-12428
2KY5|4289
3OA982HTQ4|186
Z2SS208NS|1363
NC48|9790
5W36838PG|-5034
98OLE|-15812
96P980|-4099
4B3O5Y|2068
76F669LG2|2949
TAU4|-791
4ODW5F4Z|-2977
9P0|-10360
N60|731
XDB2J3Q77|-3682
44NWA14|3680
05ZA|3505
LCAJPM|9127
MRRW|-5374
8XO8JD|-8549
511|213
QUT79MP84|7664
DS840|-11630
LF90L|12368
U5BF|-4157
7RD7QTG7B|6278
917004W|4884
5XU27G5|-1632
8DH1RA0QTI|1396
06I50|5891
P32|3946
NLF0|4373
01UY|7411
034429|-16037
3Y9NI9200|-10224
23X5434|3548
W6UVU8098Y|-2418
A6X7BH3I57|3183
YMN2386|-11741
334E6G|1532
A0H93|-10805
83D6|1706
93FYVD4XHE|1475
946B3OD9|-2573
0B2PEJ|3471
0IDM4|72
6173|-8442
2FVYBCZ6O|-1098
MR647|-1906
3S17P10O|2588
CA5RAQ|10052
68K3Y|-4604
HPQQC5S|-9925
P32230ZBI|9323
44LJ9ETG62|3177
Q8157BJ|-6374
OMS5|-12307
P7T2FQJVP3|-7630
DD9J5|572
M9J62XO8|-1312
9G48|-1836
22E59K|-3235
357Q|1054
N84H|-6268
Y2XW|10195
W534D4|-9557
640S395861|5892
FSDF|-15514
66A|536
ZP79O0|-9949
SX1T485YS|-4214
RB54B0RB3O|-11888
WX19M27R1|6447
4ZP1|-5322
32R0V6Z4V7|4006
38J0V6H8|5650
AB76Q|3499
731|11708
N8K1C8UM6|-4836
76568|5595
043T6|-4414
XV0BLGG|-3557
X09|8124
A2OMC|7332
714R8R|-3717
523Q1SO|5591
PU81|-3178
27B46V|6205
9721|5933
941151|-5165
61G89WU|5301
3K9M77|-9529
QTCG983|-3884
YG4|442
U35Q256IL|-4446
383RYK90|-15452
1UQH6KE3D|911
50SYO|-10575
C5U4D82|-396
Y9DR248|-2217
7B6V5P5VP|-3185
P601|12200
K6E59HNC2S|-56
032128|-439
809BU4J|10041
GDXM79K|-164
91L9PXXGO|-5597
56LL19YJ7Y|-2419
O96766|3567
V956337O|5075
PPK|-3795
230P410CD7|-2128
6HII4D8L|-5986
JM331|118
12NPX12SDD|-5905
X74H|379
1THW7|5135
G475EMM|-10820
JXUIW4U|2690
MY7UOFC1|7367
CKB9VS7|572
O2R96C|-10642
04T9G8JFJ6|-4671
TF72CK232A|14107
CA5R|-9554
1PZ839|9147
MG442Q|-13392
X2X2|3896
D7T|-2991
8973QF93|2568
1X9U5|4953
929|-10595
DRP9|7751
90U9A72NBO|12409
91HLM3|7552
2814X|-7799
Z1RAAKJ9|2731
